id,title,description,municipality_type,is_divided_by_gender,publ_period,publication_date
U21555,"Aktuell rutin för när den enskilde, trots överenskommelse, inte öppnar dörren/svarar på ringsignal?","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur hemtjänstpersonalen ska agera när den enskilde, trots överenskommelse, inte öppnar dörren/svarar på ringsignal. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21556,Aktuell rutin för när den enskilde plötsligt uppvisar ett försämrat allmäntillstånd i hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur  hemtjänstpersonalen ska agera när den enskilde plötsligt uppvisar ett försämrat allmäntillstånd. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21557,Aktuell rutin vid misstanke om att den enskilde är undernärd eller felnärd i hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur  hemtjänstpersonalen ska agera vid misstanke om att den enskilde är undernärd eller felnärd. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21558,Aktuell rutin vid misstanke/upptäckt av att den enskilde utsatts för våld eller övergrepp av anhörig/närstående i hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur  hemtjänstpersonalen ska agera vid misstanke/upptäckt av att  den enskilde har utsatts fär våld eller övergrepp av en anhörig/närstående. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21559,Aktuell rutin vid misstanke/upptäckt av att den enskilde är beroende av/missbrukar läkemedel i hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur  hemtjänstpersonalen ska agera vid misstanke/upptäckt av att  den enskilde är beroende av/missbrukar läkemedel. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21560,Aktuell rutin vid misstanke/upptäckt av att den enskilde är beroende av/missbrukar alkohol eller andra beroendeframkallande medel (ej läkemedel) i hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur  hemtjänstpersonalen ska agera vid misstanke/upptäckt av att  den enskilde är beroende av/missbrukar alkohol eller andra beroendeframkallande medel  (ej läkemedel). Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21561,Aktuell rutin för hur personalen samarbetar med anhöriga i hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur  hemtjänstpersonalen ska samarbeta med anhöriga till personer som får insatser vid enheten. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året.  Källa: Socialstyrelsen",K,0,2024,2024-10-04
U21562,Aktuell rutin för schemalagda möten med sjuksköterska i frågor som rör personer med behov av kommunal hälso- och sjukvårdsinsatser i hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för schemalagda möten med sjuksköterska eller annan hälso- och sjukvårdspersonal, i frågor som rör personer med behov av kommunal hälso- och sjukvårdsinsatser.  Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Svarsalternativet ""ej aktuellt""  för de fall regionen ansvarar för all hälso- och sjukvård i ordinärt boende (gäller endast kommuner i Stockholms län, Norrtälje undantaget) är markerat som bortfall (.). Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21563,Aktuell rutin för schemalagda möten med sjuksköterska i frågor som rör personer med behov av kommunal hälso- och sjukvårdsinsatser i hemtjänsten äldreomsorg? Frekvens,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Frekvensen av schemalagda mötena med sjuksköterska eller annan hälso- och sjukvårdspersonal, i frågor som rör personer med behov av kommunal hälso- och sjukvårdsinsatser. (2=Minst en gång i veckan, 1=Minst en gång i månaden, 0=Mer sällan än en gång i månaden). Uppgiften publiceras enbart på enhetsnivå. Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21564,Aktuell rutin för kontakter med hälso- och sjukvårdspersonal  i frågor som rör personer som regionens primärvård har ansvaret för hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  För enhetsnivå anges värdet som, Från 2018: Ja, för alla=2, Ja, för några=1 och Nej=0. Framtill 2018 användes:  Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur kontakter med hälso- och sjukvårdspersonal på vård- eller hälsocentral ska gå till, i frågor som rör personer med behov av regionens primärvård.  Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Svarsalternativet ""ej aktuellt""  för de fall regionen ansvarar för all hälso- och sjukvård i ordinärt boende (gäller endast kommuner i Stockholms län, Norrtälje undantaget) är markerat som bortfall (.). Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21565,"Aktuell rutin för hur planering av den enskildes hälso- och sjukvård (vårdplanering) ska genomföras i samverkan med olika aktörer, där det är dokumenterat i journal hur den enskilde deltagit vid vårdplaneringen, i hemtjänsten äldreomsorg?","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner  finns för hur planering av den enskildes hälso- och sjukvård (vårdplanering) ska genomföras i samverkan med olika aktörer. Det är dokumenterat i journal hur den enskilde deltagit vid vårdplaneringen.Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Svarsalternativet ""ej aktuellt""  för de fall regionen ansvarar för all hälso- och sjukvård i ordinärt boende (gäller endast kommuner i Stockholms län, Norrtälje undantaget) är markerat som bortfall (.). Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21566,Aktuell rutin  för hur planering av den enskildes hälso- och sjukvård (vårdplanering) ska genomföras i samverkan med den enskilde och med den kommunala hälso- och sjukvårdspersonalen samt hemtjänstpersonalen i hemtjänsten äldreomsorg?,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner  finns för hur planering av den enskildes hälso- och sjukvård (vårdplanering) ska genomföras i samverkan med den enskilde och med den kommunala hälso- och sjukvårdspersonalen samt hemtjänstpersonalen. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året.Svarsalternativet ""ej aktuellt""  för de fall regionen ansvarar för all hälso- och sjukvård i ordinärt boende (gäller endast kommuner i Stockholms län, Norrtälje undantaget) är markerat som bortfall (.). Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21567,"Aktuell rutin  för hur fördjupade läkemedelsgenomgångar ska genomföras, där den enskildes delaktighet är dokumenterad i journalen, i hemtjänsten äldreomsorg?","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner  finns för hur planering av den enskildes hälso- och sjukvård (vårdplanering) ska genomföras i samverkan med den enskilde och med den kommunal hälso- och sjukvårdspersonal och hälso- och sjukvårdspersonalen vid regionens vårdcentral samt hemtjänstpersonal. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Svarsalternativet ""ej aktuellt""  för de fall regionen ansvarar för all hälso- och sjukvård i ordinärt boende (gäller endast kommuner i Stockholms län, Norrtälje undantaget) är markerat som bortfall (.). Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21568,"Aktuell rutin  för hur fördjupade läkemedelsgenomgångar ska genomföras i samverkan med den enskilde och läkare samt ansvarig sjuksköterska, där hemtjänstpersonal medverkar, i hemtjänsten äldreomsorg?","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur fördjupade läkemedelsgenomgångar ska genomföras, den enskildes delaktighet är dokumenterad i journalen. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Svarsalternativet ""ej aktuellt""  för de fall regionen ansvarar för all hälso- och sjukvård i ordinärt boende (gäller endast kommuner i Stockholms län, Norrtälje undantaget) är markerat som bortfall (.). Källa: Socialstyrelsens kommun- och enhetsundersökning.",K,0,2024,2024-10-04
U21569,"Erbjuder enkel fotundersökning i ordinärt boende äldreomsorg, (Ja=1, Nej=0)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Kommunen erbjuder den 1 februari 2017 en årlig enkel fotundersökning till personer med diabetes typ 1 och 2 med kommunalt finansierad hemsjukvård i ordinärt boende. Källa: Socialstyrelsens kommunenkät ÖJ socialtjänst.",K,0,2024,2024-06-08
U21570,"Genomfört systematisk uppföljning med ett könsperspektiv - ordinärt boende, (Ja=1, Nej=0)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Kommunen har sammanställt resultaten av biståndsbeslutade insatser till enskilda på gruppnivå uppdelat på kön i ordinärt boende. Källa: Socialstyrelsens kommunenkät ÖJ socialtjänst.",K,0,2024,2024-06-22
U21571,"Aktuell rutin för hur samverkan vid vårdplanering ska ske tillsammans med den enskilde, den kommunala hälso- och sjukvårds-personalen och hälso- och sjukvårdspersonalen vid regionens vårdcentral samt hemtjänstpersonalen.","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. För enhetsnivå anges värdet som Ja=1 och Nej=0, medan det på kommunnivå anges som andel (%) enheter där rutiner finns för hur samverkan vid vårdplanering ska ske tillsammans med den enskilde, den kommunala hälso- och sjukvårds-personalen och hälso- och sjukvårdspersonalen vid regionens vårdcentral samt hemtjänstpersonalen. Rutinen ska vara beslutad på ledningsnivå och dokumenterad. Den ska vara aktuell dvs. uppföljd eller upprättad inom det senaste året. Källa: Socialstyrelsen",K,0,2024,2024-10-04
U21901,"Brukartid hemtjänst äldreomsorg, andel (%)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Timmar utförd tid under oktober månad dividerat med timmar arbetad tid för anställda under oktober månad, multiplicerat med 100. Avser både hemtjänstpersonal, administrativ personal, chefer. Avser egen regi. Nyckeltalet framtaget 2015 på försök och man bör därför vara försiktig med jämförelser av resultatet. Observera att datainsamling pågår hela hösten, varför medelvärden inte bör användas för jämförelser förrän i slutet av året. Källa: Egen undersökning i kommunen.",K,0,,
U23004,"KPB - Kostnad särskilt boende, egen regi, kr/dygn","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Kostnad per dygn inom särskilt boende enligt SoL/HSL. Egen regi. Boende för psykiskt funktionshindrade och boende utan heldygnsomsorg (servicehus) ingår ej. Samtliga brukare 0-w år. Beräkning enligt metoden kostnad per brukare (KPB). Källa: Egen uppgift från kommunen.",K,0,,
U23005,"KPB - Dygn inom särskilt boende, antal dygn/inv 80+","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Antal dygn inom särskilt boende enligt SoL/HSL per invånare 80 år och äldre. Egen och annan regi. Boende för psykiskt funktionshindrade och boende utan heldygnsomsorg (servicehus) ingår ej. Beräkning enligt metoden kostnad per brukare (KPB). Källa: Egen uppgift från kommunen.",K,0,,
U23006,"KPB - Kostnad särskilt boende, egen regi, kr/plats","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Kostnad per plats inom särskilt boende enligt SoL/HSL. Egen regi. Boende för psykiskt funktionshindrade och boende utan heldygnsomsorg (servicehus) ingår ej. Samtliga brukare 0-w år. Beräkning enligt metoden kostnad per brukare (KPB). Källa: Egen uppgift från kommunen.",K,0,,
U23008,"KPB - Kostnad för HSL-insatser i särskilt boende, egen regi, kr/dygn","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Kostnad per dygn för HSL insatser inom särskilt boende. Egen regi. Boende för psykiskt funktionshindrade och boende utan heldygnsomsorg (servicehus) ingår ej. Samtliga brukare 0-w år. Beräkning enligt metoden kostnad per brukare (KPB). Källa: Egen uppgift från kommunen.",K,0,,
U23200,Medarbetarengagemang (HME) särskilt boende äldreomsorg - Totalindex,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  Engagemangsindex för särskilt boende äldreomsorg enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-index  består av nio frågor som tillsammans bildar ett totalindex för Hållbart medarbetarengagemang och tre delindex; Motivation, Ledarskap och Styrning. Frågorna besvaras på en skala 1-5 där 1 är stämmer mycket dåligt och 5 är stämmer mycket bra. Resultaten på varje fråga omvandlas sedan till ett index med skala 0-100. Totalindex formas som ett medelvärde av de nio frågorna. Ett högt värde indikerar en hög nivå på hållbart medarbetarengagemang. Avser egen regi. Källa: Egen undersökning i kommunen.",K,1,,
U23201,Medarbetarengagemang (HME) särskilt boende äldreomsorg - Motivationsindex,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  Motivationsindex för särskilt boende äldreomsorg enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-index består av nio frågor som tillsammans bildar ett totalindex för Hållbart medarbetarengagemang och tre delindex; Motivation, Ledarskap och Styrning. Delindex Motivation består av de tre frågorna Mitt arbete känns meningsfullt, Jag lär nytt och utvecklas i mitt dagliga arbete, Jag ser fram emot att gå till arbetet.. Frågorna besvaras på en skala 1-5 där 1 är stämmer mycket dåligt och 5 är stämmer mycket bra. Resultaten omvandlas sedan till ett index med skala 0-100. Resultatet för Motivationsindex är ett medelvärde av indexvärdet på de tre frågorna. Ett högt värde indikerar en hög nivå på medarbetarnas motivation. Avser egen regi. Källa: Egen undersökning i kommunen",K,1,,
U23202,Medarbetarengagemang (HME) särskilt boende äldreomsorg - Ledarskapsindex,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  Ledarskapssindex för särskilt boende äldreomsorg enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-index består av nio frågor som tillsammans bildar ett totalindex för Hållbart medarbetarengagemang och tre delindex; Motivation, Ledarskap och Styrning. Delindex Ledarskap består av de tre frågorna Min närmaste chef visar uppskattning för mina arbetsinsatser, Min närmaste chef visar förtroende för mig som medarbetare, Min närmaste chef ger mig förutsättningar att ta ansvar i mitt arbete. Frågorna besvaras på en skala 1-5 där 1 är stämmer mycket dåligt och 5 är stämmer mycket bra. Resultaten omvandlas sedan till ett index med skala 0-100. Resultatet för Ledarskapssindex är ett medelvärde av indexvärdet på de tre frågorna. Ett högt värde indikerar en hög nivå på organisationens ledarskap. Avser egen regi. Källa: Egen undersökning i kommunen",K,1,,
U23203,Medarbetarengagemang (HME) särskilt boende äldreomsorg - Styrningsindex,"Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  Styrningsindex för särskilt boende äldreomsorg enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-index består av nio frågor som tillsammans bildar ett totalindex för Hållbart medarbetarengagemang och tre delindex; Motivation, Ledarskap och Styrning. Delindex Styrning består av de tre frågorna Jag är insatt i min arbetsplats mål, Min arbetsplats mål följs upp och utvärderas på ett bra sätt, Jag vet vad som förväntas av mig i mitt arbete. Frågorna besvaras på en skala 1-5 där 1 är stämmer mycket dåligt och 5 är stämmer mycket bra. Resultaten omvandlas sedan till ett index med skala 0-100. Resultatet för Styrningsindex är ett medelvärde av indexvärdet på de tre frågorna. Ett högt värde indikerar en hög nivå på organisationens styrning. Avser egen regi. Källa: Egen undersökning i kommunen",K,1,,
U23300,"HME särskilt boende äldreomsorg, index för påståendet Mitt arbete känns meningsfullt.","HME särskilt boende äldreomsorg, index för påståendet Mitt arbete känns meningsfullt. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23301,"HME särskilt boende äldreomsorg, index för påståendet Jag lär nytt och utvecklas i mitt dagliga arbete.","HME särskilt boende äldreomsorg, index för påståendet Jag lär nytt och utvecklas i mitt dagliga arbete. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23302,"HME särskilt boende äldreomsorg, index för påståendet Jag ser fram emot att gå till arbetet.","HME särskilt boende äldreomsorg, index för påståendet Jag ser fram emot att gå till arbetet. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23303,"HME särskilt boende äldreomsorg, index för påståendet Min närmaste chef visar uppskattning för mina arbetsinsatser.","HME särskilt boende äldreomsorg, index för påståendet Min närmaste chef visar uppskattning för mina arbetsinsatser. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23304,"HME särskilt boende äldreomsorg, index för påståendet Min närmaste chef visar förtroende för mig som medarbetare.","HME särskilt boende äldreomsorg, index för påståendet Min närmaste chef visar förtroende för mig som medarbetare. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23305,"HME särskilt boende äldreomsorg, index för påståendet Min närmaste chef ger mig förutsättningar att ta ansvar i mitt arbete.","HME särskilt boende äldreomsorg, index för påståendet Min närmaste chef ger mig förutsättningar att ta ansvar i mitt arbete. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23306,"HME särskilt boende äldreomsorg, index för påståendet Jag är insatt i min arbetsplats mål.","HME särskilt boende äldreomsorg, index för påståendet Jag är insatt i min arbetsplats mål. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23307,"HME särskilt boende äldreomsorg, index för påståendet Min arbetsplats mål följs upp och utvärderas på ett bra sätt.","HME särskilt boende äldreomsorg, index för påståendet Min arbetsplats mål följs upp och utvärderas på ett bra sätt. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23308,"HME särskilt boende äldreomsorg, index för påståendet Jag vet vad som förväntas av mig i mitt arbete.","HME särskilt boende äldreomsorg, index för påståendet Jag vet vad som förväntas av mig i mitt arbete. Skala 0-100. Källa: Egen undersökning i kommunen.",K,0,,
U23340,"Möjlighet till uppkoppling till internet i den enskildes rum eller lägenhet i särskilt boende äldreomsorg, (inget=0, några=1, alla=2)","Svar på frågan: I hur många boenden finns det möjlighet till uppkoppling till internet i den enskildes rum eller lägenhet?. Uppkopplingen kan ske genom kommunen, fastighetsägaren eller på annat sätt. Uppkopplingen kan vara i form av wifi eller kabel. Källa: Socialstyrelsen, enkät om utvecklingen av e-hälsa och välfärdsteknik i kommunerna",K,0,2024,2024-06-03
U23401,"Väntetid i antal dagar från ansökningsdatum till första erbjudet inflyttningsdatum till särskilt boende, medelvärde","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Medelvärde, antal dagar från ansökningsdatum till första erbjudet inflyttningsdatum avseende särskilt boende inom äldreomsorg. Med ansökningsdatum avses det datum då ansökan om plats på särskilt boende kommer in till kommunen, oavsett om ansökan görs skriftligt eller muntligt. Avser ansökningar som bifallits. Med erbjudet inflyttningsdatum avses det datum då den enskilde enligt kommunens erbjudande har möjlighet att flytta in på ett särskilt boende, oavsett om den enskilde sedan väljer att flytta in eller inte. Avser samtliga utredningar avseende plats på särskilt boende som avslutades i kommunen under första halvåret, och som avsåg personer som vid tidpunkten för ansökan var 65 år eller äldre. Observera att datainsamling pågår hela hösten, varför medelvärden inte bör användas för jämförelser förrän i slutet av året. Ingår i Kommunens kvalitet i korthet (KKiK). Källa: Egen undersökning i kommunen.",K,1,,
U23402,"Väntetid i antal dagar från ansökningsdatum till första erbjudet inflyttningsdatum till särskilt boende, median","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Medianvärde, antal dagar från ansökningsdatum till första erbjudet inflyttningsdatum avseende särskilt boende inom äldreomsorg. Med ansökningsdatum avses det datum då ansökan om plats på särskilt boende kommer in till kommunen, oavsett om ansökan görs skriftligt eller muntligt. Avser ansökningar som bifallits. Med erbjudet inflyttningsdatum avses det datum då den enskilde enligt kommunens erbjudande har möjlighet att flytta in på ett särskilt boende, oavsett om den enskilde sedan väljer att flytta in eller inte. Avser samtliga utredningar avseende plats på särskilt boende som avslutades i kommunen under första halvåret, och som avsåg personer som vid tidpunkten för ansökan var 65 år eller äldre. Observera att datainsamling pågår hela hösten, varför medelvärden inte bör användas för jämförelser förrän i slutet av året.  Ingår i Kommunens kvalitet i korthet (KKiK). Källa: Egen undersökning i kommunen.",K,1,,
U23405,"Boendeplatser i särskilt boende där den äldre erbjuds daglig utevistelse, andel (%) (-2022)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  Antal boendeplatser i särskilt boende inom äldreomsorg som erbjuder utevistelse dagligen, om den äldre så önskar - dividerat med totalt antal boendeplatser i särskilt boende inom äldreomsorg i kommunen. Det ska vara ett aktivt erbjudande från personalen och inkludera all form av utevistelse, ex promenader eller möjlighet att sitta på balkong. Under pandemiåren 2020 och 2021 utgår frågorna från hur det hade sett ut ett normalår. Avser alla boendeenheter oavsett regi (kommunal eller privat). Källa: Egen undersökning i kommunen.",K,0,,
U23408,"Boendeplatser i särskilt boende som erbjuder minst två organiserade och gemensamma aktiviteter under vardagar, andel (%) (-2022)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  Antal boendeplatser i särskilt boende inom äldreomsorg som erbjuder minst två organiserade och gemensamma aktiviteter per dag under vardagar, dividerat med totalt antal boendeplatser i särskilt boende inom äldreomsorg i kommunen. Med organiserad aktivitet avses ex. högläsning, musikstund, bakning, m.m. där den enskilde i förväg har möjlighet att ta ställning till innehållet genom exempelvis ett schema. Det är inte nödvändigt att det är kommunens/äldreboendets personal som genomför aktiviteterna. Under pandemiåren 2020 och 2021 utgår frågorna från hur det hade sett ut ett normalår. Avser alla boendeenheter oavsett regi (kommunal eller privat). Källa: Egen undersökning i kommunen.",K,0,,
U23409,"Boendeplatser i särskilt boende som erbjuder minst en organiserad och gemensam aktivitet per dag under helgen, andel (%) (-2022)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  Antal boendeplatser i särskilt boende inom äldreomsorg som erbjuder minst en organiserad aktivitet per dag under helgen, dividerat med totalt antal boendeplatser i särskilt boende inom äldreomsorg i kommunen. Med organiserad aktivitet avses ex. högläsning, musikstund, bakning, m.m. där den enskilde i förväg har möjlighet att ta ställning till innehållet genom exempelvis ett schema. Det är inte nödvändigt att det är kommunens/ äldreboendets personal som genomför aktiviteterna. Under pandemiåren 2020 och 2021 utgår frågorna från hur det hade sett ut ett normalår. Avser alla boendeenheter oavsett regi (kommunal eller privat). Källa: Egen undersökning i kommunen.",K,0,,
U23412,"Boendeplatser i särskilt boende där den äldre erbjuds kvarboende i livets slutskede, andel (%)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information.  Antal boendeplatser i särskilt boende inom äldreomsorg som erbjuder kvarboende i livets slutskede, dividerat med totalt antal boendeplatser i särskilt boende inom äldreomsorg i kommunen. Avser alla boendeenheter oavsett regi (kommunal eller privat). Källa: Egen undersökning i kommunen\n",K,0,,
U23418,"Personer 65+ år i särskilt boende med risk för trycksår grad 1 med ordination av tryckutjämnande underlag, andel (%)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Andel personer 65 år och äldre i särskilt boende med bedömd risk för trycksår grad 1 med ordination av tryckutjämnande underlag. Källa: Senior Alert.",K,1,2023,2024-02-21
U23419,"Personer 75+ år i särskilt boende med tre eller fler psykofarmaka, andel (%)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Andel personer 75 år och äldre i särskilt boende som behandlats med tre eller fler psykofarmaka samtidigt vid mättillfället. Källa: Läkemedelsregistret och registret över socialtjänstinsatser till äldre och personer med funktionsnedsättning, Socialstyrelsen.",K,1,2023,2024-02-21
U23420,"Personer 75+ år i särskilt boende med tio eller fler läkemedel, andel (%)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Andel personer 75 år och äldre i särskilt boende som behandlats med tio eller fler läkemedel samtidigt vid mättillfället. Källa: Läkemedelsregistret och registret över socialtjänstinsatser till äldre och personer med funktionsnedsättning, Socialstyrelsen.",K,1,2023,2024-02-21
U23421,"Personer 75+ år i särskilt boende med olämpliga läkemedel, andel (%)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Andel personer 75 år och äldre i särskilt boende som behandlats med minst ett av fyra olämpliga läkemedel vid mättillfället. Källa: Läkemedelsregistret och registret över socialtjänstinsatser till äldre och personer med funktionsnedsättning, Socialstyrelsen.",K,1,2023,2024-02-21
U23422,"Personer 75+ år i särskilt boende med antipsykotiska läkemedel, andel (%)","Detta är ett utvecklingsnyckeltal, se frågor och svar på kolada.se för mer information. Andel personer 75 år och äldre i särskilt boende som behandlats med antipsykotiska läkemedel vid mättillfället. Källa: Läkemedelsregistret och registret över socialtjänstinsatser till äldre och personer med funktionsnedsättning, Socialstyrelsen.",K,1,2023,2024-02-21
